EMPRESA;id;PUBLICACION;MES;DIA;ANIO;hora;numreactions;numcomments;numshares;numlikes;numloves;numwows;numhahas;numsads;numangrys
EMPRESAG;9,74462E+14;photo;4;23;2018;7.26;324;45;3;280;0;17;1;19;7
EMPRESAG;9,72434E+14;photo;4;20;2018;3.16;1271;94;9;1249;11;8;2;1;0
EMPRESAG;9,7194E+14;photo;4;19;2018;7.05;851;100;11;834;5;10;2;0;0
EMPRESAG;9,68265E+14;photo;4;12;2018;3.42;1992;36;1;1969;16;7;0;0;0
EMPRESAG;9,67787E+14;photo;4;11;2018;3.43;4315;24;3;4241;51;19;4;0;0
EMPRESAG;9,66878E+14;photo;4;9;2018;10.49;4114;104;3;4054;36;23;0;1;0
EMPRESAG;9,6663E+14;photo;4;8;2018;22.50;95;3;2;90;2;3;0;0;0
EMPRESAG;9,66157E+14;photo;4;8;2018;1.08;111;9;2;107;1;2;1;0;0
EMPRESAG;9,65615E+14;photo;4;7;2018;3.23;796;143;9;791;5;0;0;0;0
EMPRESAG;9,65408E+14;photo;4;6;2018;16.34;508;12;3;499;8;0;1;0;0
EMPRESAG;9,64583E+14;photo;4;5;2018;10.47;2506;287;28;2483;9;12;2;0;0
EMPRESAG;9,63754E+14;photo;4;4;2018;2.20;251;29;5;228;0;3;0;1;19
EMPRESAG;9,62799E+14;photo;4;2;2018;10.16;1244;218;9;1226;5;12;1;0;0
EMPRESAG;9,62694E+14;photo;4;2;2018;7.33;75;2;0;71;3;0;1;0;0
EMPRESAG;9,62062E+14;photo;4;1;2018;5.47;867;90;11;858;1;7;0;0;1
EMPRESAG;9,62033E+14;photo;4;1;2018;4.32;87;5;2;79;3;5;0;0;0
EMPRESAG;9,60466E+14;photo;3;29;2018;13.54;614;78;15;599;7;8;0;0;0
EMPRESAG;9,60321E+14;photo;3;29;2018;8.23;2420;75;17;2392;20;8;0;0;0
EMPRESAG;9,58291E+14;photo;3;26;2018;1.57;86;5;3;80;2;4;0;0;0
EMPRESAG;9,57697E+14;photo;3;25;2018;4.43;488;20;8;484;4;0;0;0;0
EMPRESAG;9,57599E+14;photo;3;24;2018;23.51;157;16;3;145;1;11;0;0;0
EMPRESAG;9,5677E+14;photo;3;23;2018;15.53;547;71;7;535;6;6;0;0;0
EMPRESAG;9,55793E+14;photo;3;22;2018;6.10;1168;104;49;1133;17;17;1;0;0
EMPRESAG;9,55743E+14;photo;3;22;2018;3.48;879;165;18;867;4;8;0;0;0
EMPRESAG;9,55149E+14;photo;3;21;2018;1.15;114;6;1;108;3;3;0;0;0
EMPRESAG;9,54387E+14;photo;3;20;2018;1.54;186;15;1;172;3;11;0;0;0
EMPRESAG;9,53048E+14;photo;3;18;2018;4.28;1985;39;21;1961;11;12;0;1;0
EMPRESAG;9,51615E+14;photo;3;16;2018;1.57;985;71;42;962;5;16;2;0;0
EMPRESAG;1,00237E+15;video;6;10;2018;3.43;376;20;3;354;19;3;0;0;0
EMPRESAG;1,00198E+15;photo;6;9;2018;22.53;255;7;4;249;6;0;0;0;0
EMPRESAG;1,00061E+15;photo;6;7;2018;7.01;1704;21;3;1685;15;2;2;0;0
EMPRESAG;9,9988E+14;status;6;6;2018;2.20;205;39;4;197;4;4;0;0;0
EMPRESAG;9,98825E+14;photo;6;4;2018;6.57;336;42;2;285;5;0;0;46;0
EMPRESAG;9,97075E+14;status;6;1;2018;0.35;111;2;1;110;1;0;0;0;0
EMPRESAG;9,95933E+14;photo;5;30;2018;6.33;357;18;9;352;3;1;1;0;0
EMPRESAG;9,95839E+14;photo;5;30;2018;2.39;114;7;0;109;3;2;0;0;0
EMPRESAG;9,95219E+14;status;5;29;2018;4.39;133;7;1;127;6;0;0;0;0
EMPRESAG;9,93975E+14;photo;5;27;2018;1.31;532;32;4;480;47;5;0;0;0
EMPRESAG;9,93602E+14;status;5;26;2018;8.08;231;16;2;216;3;0;0;12;0
EMPRESAG;9,93049E+14;photo;5;25;2018;7.56;684;38;14;676;7;0;1;0;0
EMPRESAG;9,91757E+14;photo;5;23;2018;1.10;1627;30;3;1607;17;3;0;0;0
EMPRESAG;9,90066E+14;photo;5;20;2018;6.18;791;34;2;770;16;5;0;0;0
EMPRESAG;9,88584E+14;photo;5;17;2018;20;1404;39;5;1390;12;1;1;0;0
EMPRESAG;9,8523E+14;photo;5;12;2018;1.57;824;106;6;810;10;4;0;0;0
EMPRESAG;9,84751E+14;status;5;11;2018;3.23;295;18;0;288;4;0;0;3;0
EMPRESAG;9,83794E+14;photo;5;9;2018;8.45;1957;124;10;1908;27;21;1;0;0
EMPRESAG;9,81835E+14;photo;5;5;2018;11.20;1730;161;4;1710;12;8;0;0;0
EMPRESAG;9,80942E+14;photo;5;3;2018;23.57;1655;47;4;1632;9;13;1;0;0
EMPRESAG;9,78747E+14;status;4;30;2018;6.20;237;67;1;233;3;1;0;0;0
EMPRESAG;9,77201E+14;photo;4;27;2018;23.27;360;22;10;347;2;5;0;6;0
EMPRESAG;9,76401E+14;photo;4;26;2018;19;2635;308;11;2605;19;11;0;0;0
EMPRESAG;9,74462E+14;photo;4;23;2018;7.26;324;45;3;280;0;17;1;19;7
EMPRESAG;9,72434E+14;photo;4;20;2018;3.16;1271;94;9;1249;11;8;2;1;0
EMPRESAG;9,7194E+14;photo;4;19;2018;7.05;851;100;11;834;5;10;2;0;0
EMPRESAG;9,68265E+14;photo;4;12;2018;3.42;1992;36;1;1969;16;7;0;0;0
EMPRESAG;9,67787E+14;photo;4;11;2018;3.43;4315;24;3;4241;51;19;4;0;0
EMPRESAG;9,66878E+14;photo;4;9;2018;10.49;4114;104;3;4054;36;23;0;1;0
EMPRESAG;9,6663E+14;photo;4;8;2018;22.50;95;3;2;90;2;3;0;0;0
EMPRESAG;9,66157E+14;photo;4;8;2018;1.08;111;9;2;107;1;2;1;0;0
EMPRESAG;9,65615E+14;photo;4;7;2018;3.23;796;143;9;791;5;0;0;0;0
EMPRESAG;9,65408E+14;photo;4;6;2018;16.34;508;12;3;499;8;0;1;0;0
EMPRESAG;9,64583E+14;photo;4;5;2018;10.47;2506;287;28;2483;9;12;2;0;0
EMPRESAG;9,63754E+14;photo;4;4;2018;2.20;251;29;5;228;0;3;0;1;19
EMPRESAG;9,62799E+14;photo;4;2;2018;10.16;1244;218;9;1226;5;12;1;0;0
EMPRESAG;9,62694E+14;photo;4;2;2018;7.33;75;2;0;71;3;0;1;0;0
EMPRESAG;9,62062E+14;photo;4;1;2018;5.47;867;90;11;858;1;7;0;0;1
EMPRESAG;9,62033E+14;photo;4;1;2018;4.32;87;5;2;79;3;5;0;0;0
EMPRESAG;9,60466E+14;photo;3;29;2018;13.54;614;78;15;599;7;8;0;0;0
EMPRESAG;9,60321E+14;photo;3;29;2018;8.23;2420;75;17;2392;20;8;0;0;0
EMPRESAG;9,58291E+14;photo;3;26;2018;1.57;86;5;3;80;2;4;0;0;0
EMPRESAG;9,57697E+14;photo;3;25;2018;4.43;488;20;8;484;4;0;0;0;0
EMPRESAG;9,57599E+14;photo;3;24;2018;23.51;157;16;3;145;1;11;0;0;0
EMPRESAG;9,5677E+14;photo;3;23;2018;15.53;547;71;7;535;6;6;0;0;0
EMPRESAG;9,55793E+14;photo;3;22;2018;6.10;1168;104;49;1133;17;17;1;0;0
EMPRESAG;9,55743E+14;photo;3;22;2018;3.48;879;165;18;867;4;8;0;0;0
EMPRESAG;9,55149E+14;photo;3;21;2018;1.15;114;6;1;108;3;3;0;0;0
EMPRESAG;9,54387E+14;photo;3;20;2018;1.54;186;15;1;172;3;11;0;0;0
EMPRESAG;9,53048E+14;photo;3;18;2018;4.28;1985;39;21;1961;11;12;0;1;0
EMPRESAG;9,51615E+14;photo;3;16;2018;1.57;985;71;42;962;5;16;2;0;0
EMPRESAI;1,65342E+15;photo;6;11;2018;11.51;1918;1;10;1917;0;1;0;0;0
EMPRESAI;1,65221E+15;video;6;10;2018;9.33;151;2365;306;118;29;0;3;1;0
EMPRESAI;1,65218E+15;link;6;10;2018;8.49;3;0;0;3;0;0;0;0;0
EMPRESAI;1,65208E+15;video;6;10;2018;6.54;3;0;1;3;0;0;0;0;0
EMPRESAI;1,65197E+15;video;6;10;2018;4.55;205;1476;500;149;49;3;2;2;0
EMPRESAI;1,65184E+15;photo;6;10;2018;1.12;123;110;7;113;9;1;0;0;0
EMPRESAI;1,64965E+15;photo;6;7;2018;23.52;69;8;0;60;0;2;0;1;6
EMPRESAI;1,64908E+15;video;6;7;2018;10.38;130;1051;157;82;46;0;2;0;0
EMPRESAI;1,64902E+15;status;6;7;2018;9.19;5;0;0;5;0;0;0;0;0
EMPRESAI;1,64888E+15;video;6;7;2018;6.35;126;1641;196;81;42;2;1;0;0
EMPRESAI;1,64879E+15;video;6;7;2018;4.44;124;844;183;84;39;1;0;0;0
EMPRESAI;1,64877E+15;video;6;7;2018;4.06;34;4;0;32;0;2;0;0;0
EMPRESAI;1,64864E+15;photo;6;7;2018;0.06;29;0;0;29;0;0;0;0;0
EMPRESAI;1,64864E+15;photo;6;7;2018;0.04;18;0;0;18;0;0;0;0;0
EMPRESAI;1,647E+15;video;6;5;2018;8.23;192;1949;321;89;99;1;3;0;0
EMPRESAI;1,64683E+15;video;6;5;2018;4.50;393;1529;292;307;80;3;1;2;0
EMPRESAI;1,64398E+15;video;6;2;2018;7.54;196;2904;618;139;46;1;5;4;1
EMPRESAI;1,642E+15;photo;5;31;2018;4.49;144;6;16;119;0;3;22;0;0
EMPRESAI;1,64141E+15;link;5;30;2018;12.04;8;0;1;8;0;0;0;0;0
EMPRESAI;1,64124E+15;video;5;30;2018;9.13;379;5491;466;190;161;5;20;2;1
EMPRESAI;1,64106E+15;photo;5;30;2018;4.52;48;1;2;48;0;0;0;0;0
EMPRESAI;1,64104E+15;photo;5;30;2018;4.08;44;1;0;39;0;4;1;0;0
EMPRESAI;1,64018E+15;photo;5;29;2018;4.46;44;7;0;43;0;0;0;0;1
EMPRESAI;1,63944E+15;video;5;28;2018;9.34;382;3035;528;205;155;2;17;3;0
EMPRESAI;1,63925E+15;video;5;28;2018;6.15;1302;4066;372;1171;117;0;12;1;1
EMPRESAI;1,63923E+15;video;5;28;2018;5.22;1228;6;1;1225;0;0;3;0;0
EMPRESAI;1,63906E+15;link;5;27;2018;23.46;6;0;2;6;0;0;0;0;0
EMPRESAI;1,63741E+15;video;5;26;2018;8.51;185;1835;312;116;54;1;14;0;0
EMPRESAI;1,63721E+15;video;5;26;2018;5.23;261;3456;565;127;106;3;22;2;1
EMPRESAI;1,63629E+15;video;5;25;2018;5.06;36;5;0;34;2;0;0;0;0
EMPRESAI;1,63623E+15;status;5;25;2018;3.20;52;1;1;51;0;1;0;0;0
EMPRESAI;1,63543E+15;video;5;24;2018;8.06;192;1446;389;106;54;1;29;2;0
EMPRESAI;1,63523E+15;video;5;24;2018;4.11;236;2842;431;114;109;1;9;2;1
EMPRESAI;1,63424E+15;video;5;23;2018;2.19;144;545;65;114;18;0;10;2;0
EMPRESAI;1,63418E+15;photo;5;23;2018;0.36;45;0;0;39;0;0;3;0;3
EMPRESAI;1,63364E+15;video;5;22;2018;10.48;292;3779;256;165;91;2;33;1;0
EMPRESAI;1,63347E+15;video;5;22;2018;8.41;416;5352;580;204;194;3;13;1;1
EMPRESAI;1,63341E+15;photo;5;22;2018;7.01;26;1;0;22;0;0;0;0;4
EMPRESAI;1,6333E+15;photo;5;22;2018;4.20;72;29;0;70;2;0;0;0;0
EMPRESAI;1,63062E+15;video;5;19;2018;9.14;370;6316;633;182;166;2;17;3;0
EMPRESAI;1,63052E+15;video;5;19;2018;7.21;216;4068;512;157;54;2;3;0;0
EMPRESAI;1,63048E+15;photo;5;19;2018;6.18;62;11;1;61;1;0;0;0;0
EMPRESAI;1,63045E+15;photo;5;19;2018;5.22;51;7;0;48;0;1;0;0;2
EMPRESAI;1,62936E+15;photo;5;18;2018;2.23;54;0;0;45;0;5;0;0;4
EMPRESAI;1,62871E+15;video;5;17;2018;9.12;267;2606;269;227;26;4;7;3;0
EMPRESAI;1,62854E+15;video;5;17;2018;6.23;408;3994;560;336;64;0;6;1;1
EMPRESAI;1,62852E+15;photo;5;17;2018;5.38;78;36;5;75;1;2;0;0;0
EMPRESAI;1,62838E+15;photo;5;17;2018;1.33;38;0;0;35;1;2;0;0;0
EMPRESAI;1,62786E+15;photo;5;16;2018;10.49;43;7;1;40;1;2;0;0;0
EMPRESAI;1,62694E+15;video;5;15;2018;10.11;180;2176;314;142;33;4;0;0;1
EMPRESAI;1,62686E+15;video;5;15;2018;9.27;188;2099;388;152;34;0;1;0;1
EMPRESAI;1,62552E+15;photo;5;13;2018;22.01;37;0;0;37;0;0;0;0;0
EMPRESAI;1,62469E+15;photo;5;13;2018;3.01;72;1;0;72;0;0;0;0;0
EMPRESAI;1,62303E+15;link;5;11;2018;11.38;12;0;0;12;0;0;0;0;0
EMPRESAI;1,62294E+15;video;5;11;2018;10.13;146;1569;316;89;49;0;4;3;1
EMPRESAI;1,62283E+15;video;5;11;2018;8.29;249;2609;572;207;24;12;6;0;0
EMPRESAI;1,62201E+15;video;5;10;2018;10.49;218;3000;353;152;58;4;4;0;0
EMPRESAI;1,62104E+15;photo;5;9;2018;10.15;21;2;0;19;0;1;1;0;0
EMPRESAI;1,62101E+15;photo;5;9;2018;9.35;133;28;0;127;6;0;0;0;0
EMPRESAI;1,61855E+15;photo;5;6;2018;23.46;127;56;60;125;1;0;1;0;0
EMPRESAI;1,61771E+15;photo;5;6;2018;2.10;30;0;0;29;0;1;0;0;0
EMPRESAI;1,61762E+15;status;5;6;2018;0.10;22;0;0;22;0;0;0;0;0
EMPRESAI;1,61715E+15;status;5;5;2018;11.57;31;0;0;31;0;0;0;0;0
EMPRESAI;1,61694E+15;video;5;5;2018;8.45;236;5237;526;138;97;1;0;0;0
EMPRESAI;1,61674E+15;photo;5;5;2018;4.21;97;104;3;95;2;0;0;0;0
EMPRESAI;1,61664E+15;video;5;5;2018;2.29;197;1875;624;146;47;1;2;0;1
EMPRESAI;1,61664E+15;photo;5;5;2018;2.21;34;8;0;33;1;0;0;0;0
EMPRESAI;1,61567E+15;link;5;4;2018;1.27;12;7;7;12;0;0;0;0;0
EMPRESAI;1,61472E+15;photo;5;3;2018;1.15;63;21;1;62;1;0;0;0;0
EMPRESAI;1,61419E+15;photo;5;2;2018;12.17;218;105;153;212;2;4;0;0;0
EMPRESAI;1,61306E+15;video;5;1;2018;8.38;246;2373;475;108;130;5;2;1;0
EMPRESAI;1,61278E+15;photo;5;1;2018;1.18;34;5;0;33;1;0;0;0;0
EMPRESAI;1,6121E+15;video;4;30;2018;7.58;51;80;15;45;5;1;0;0;0
EMPRESAI;1,61136E+15;photo;4;29;2018;11.13;122;71;65;117;5;0;0;0;0
EMPRESAI;1,61123E+15;photo;4;29;2018;8.40;39;4;0;35;4;0;0;0;0
EMPRESAI;1,61119E+15;photo;4;29;2018;7.59;27;0;0;24;1;2;0;0;0
EMPRESAI;1,61117E+15;photo;4;29;2018;7.30;50;20;6;47;3;0;0;0;0
EMPRESAI;1,61042E+15;photo;4;28;2018;11.18;123;166;16;114;9;0;0;0;0
EMPRESAI;1,60936E+15;video;4;27;2018;8.52;256;1435;429;217;34;4;0;1;0
EMPRESAI;1,60927E+15;photo;4;27;2018;6.44;93;54;0;91;2;0;0;0;0
EMPRESAI;1,60834E+15;photo;4;26;2018;6.20;123;25;28;123;0;0;0;0;0
EMPRESAI;1,60736E+15;status;4;25;2018;5.16;98;5;0;87;2;5;4;0;0
EMPRESAI;1,6057E+15;photo;4;23;2018;9.12;51;1;4;47;3;1;0;0;0
EMPRESAI;1,60559E+15;video;4;23;2018;6.56;58;2;0;55;1;0;2;0;0
EMPRESAI;1,60473E+15;photo;4;22;2018;8.32;47;16;0;46;1;0;0;0;0
EMPRESAI;1,60466E+15;video;4;22;2018;7.09;16;3;0;15;1;0;0;0;0
EMPRESAI;1,60465E+15;video;4;22;2018;6.46;22;11;1;20;1;1;0;0;0
EMPRESAI;1,60445E+15;photo;4;22;2018;1.41;16;0;1;16;0;0;0;0;0
EMPRESAI;1,60444E+15;photo;4;22;2018;1.38;374;6;17;366;2;6;0;0;0
EMPRESAI;1,60442E+15;photo;4;22;2018;1.07;61;2;0;57;3;1;0;0;0
EMPRESAI;1,60441E+15;photo;4;22;2018;0.41;42;0;1;40;1;0;1;0;0
EMPRESAI;1,60371E+15;photo;4;21;2018;7.35;37;0;0;34;1;2;0;0;0
EMPRESAI;1,60338E+15;video;4;20;2018;22.28;75;28;0;58;16;1;0;0;0
EMPRESAI;1,60335E+15;photo;4;20;2018;21.47;96;25;0;88;3;5;0;0;0
EMPRESAI;1,60301E+15;video;4;20;2018;12.39;55;83;1;52;1;0;2;0;0
EMPRESAI;1,59989E+15;video;4;17;2018;4.52;156;1970;292;103;40;3;8;1;1
EMPRESAI;1,59989E+15;photo;4;17;2018;4.46;15;0;0;15;0;0;0;0;0
EMPRESAI;1,5998E+15;video;4;17;2018;2.37;281;2113;581;197;77;2;3;2;0
EMPRESAI;1,59887E+15;video;4;16;2018;3.38;110;566;238;103;5;0;1;0;1
EMPRESAI;1,5988E+15;video;4;16;2018;2.07;239;2574;419;140;95;1;2;1;0
EMPRESAI;1,59872E+15;photo;4;15;2018;23.28;105;96;7;101;2;2;0;0;0
EMPRESAI;1,59797E+15;photo;4;15;2018;4.12;18;0;0;17;0;1;0;0;0
EMPRESAI;1,59795E+15;video;4;15;2018;3.55;44;18;0;41;3;0;0;0;0
EMPRESAI;1,59795E+15;photo;4;15;2018;3.47;19;6;1;14;4;1;0;0;0
EMPRESAI;1,59396E+15;photo;4;11;2018;1.52;51;4;0;48;1;2;0;0;0
EMPRESAI;1,5934E+15;video;4;10;2018;11.57;67;276;34;57;7;0;3;0;0
EMPRESAI;1,59338E+15;photo;4;10;2018;11.35;30;2;0;30;0;0;0;0;0
EMPRESAI;1,59329E+15;video;4;10;2018;10.18;155;851;153;76;78;1;0;0;0
EMPRESAI;1,59312E+15;video;4;10;2018;8.11;266;2068;453;198;62;2;3;0;1
EMPRESAI;1,59306E+15;video;4;10;2018;7.02;31;1;0;29;2;0;0;0;0
EMPRESAI;1,59302E+15;photo;4;10;2018;6.05;225;32;17;221;3;0;1;0;0
EMPRESAI;1,59273E+15;photo;4;9;2018;22.28;63;23;1;63;0;0;0;0;0
EMPRESAI;1,59136E+15;link;4;8;2018;11.28;4;0;0;4;0;0;0;0;0
EMPRESAI;1,59124E+15;video;4;8;2018;9.41;225;1660;355;189;31;1;4;0;0
EMPRESAI;1,59117E+15;video;4;8;2018;8.47;154;1138;408;128;25;1;0;0;0
EMPRESAI;1,59106E+15;photo;4;8;2018;6.38;35;3;0;34;1;0;0;0;0
EMPRESAI;1,59083E+15;video;4;8;2018;1.43;236;2719;472;184;47;1;3;0;1
EMPRESAI;1,59068E+15;photo;4;7;2018;21.47;166;102;0;165;1;0;0;0;0
EMPRESAI;1,59068E+15;photo;4;7;2018;21.43;32;28;0;31;1;0;0;0;0
EMPRESAI;1,58965E+15;photo;4;6;2018;21.05;26;0;0;26;0;0;0;0;0
EMPRESAI;1,58876E+15;video;4;6;2018;2.37;96;1084;266;80;13;2;0;1;0
EMPRESAI;1,58764E+15;photo;4;4;2018;23.35;91;54;1;89;2;0;0;0;0
EMPRESAI;1,5869E+15;photo;4;4;2018;6.17;62;1;0;62;0;0;0;0;0
EMPRESAI;1,58625E+15;photo;4;3;2018;13.09;49;8;0;40;0;5;0;0;4
EMPRESAI;1,58623E+15;photo;4;3;2018;12.36;13;2;0;11;0;2;0;0;0
EMPRESAI;1,58609E+15;video;4;3;2018;10.43;237;3958;336;166;65;2;3;1;0
EMPRESAI;1,586E+15;video;4;3;2018;9.27;235;2685;440;188;38;1;3;4;1
EMPRESAI;1,58592E+15;photo;4;3;2018;7.41;45;27;1;43;1;1;0;0;0
EMPRESAI;1,58584E+15;photo;4;3;2018;5.57;47;4;0;39;0;0;0;0;8
EMPRESAI;1,5842E+15;link;4;1;2018;12.34;8;0;0;8;0;0;0;0;0
EMPRESAI;1,58403E+15;video;4;1;2018;10.08;364;4845;603;239;109;1;8;5;2
EMPRESAI;1,5838E+15;photo;4;1;2018;5.07;84;54;0;84;0;0;0;0;0
EMPRESAI;1,5837E+15;video;4;1;2018;3.33;212;1957;363;147;64;1;0;0;0
EMPRESAI;1,58255E+15;photo;3;30;2018;23.20;73;34;0;71;0;1;1;0;0
EMPRESAI;1,58206E+15;photo;3;30;2018;10.48;195;195;2;193;0;0;2;0;0
EMPRESAI;1,57973E+15;status;3;28;2018;1.44;68;2;0;66;2;0;0;0;0
EMPRESAI;1,57961E+15;photo;3;27;2018;22.01;43;0;20;42;1;0;0;0;0
EMPRESAI;1,57913E+15;link;3;27;2018;12.28;9;1;0;9;0;0;0;0;0
EMPRESAI;1,57905E+15;video;3;27;2018;11.21;122;524;100;101;21;0;0;0;0
EMPRESAI;1,5789E+15;video;3;27;2018;9.22;265;2744;897;197;63;1;4;0;0
EMPRESAI;1,57782E+15;photo;3;26;2018;6.09;196;116;120;187;7;2;0;0;0
EMPRESAI;1,57761E+15;photo;3;25;2018;23.58;116;65;0;116;0;0;0;0;0
EMPRESAI;1,57414E+15;video;3;22;2018;11.23;288;2555;484;230;52;0;4;2;0
EMPRESAI;1,57395E+15;photo;3;22;2018;7.16;59;21;0;57;1;1;0;0;0
EMPRESAI;1,57392E+15;link;3;22;2018;6.51;9;4;0;9;0;0;0;0;0
EMPRESAI;1,57375E+15;video;3;22;2018;3.53;467;2948;496;295;161;2;4;4;1
EMPRESAI;1,57289E+15;photo;3;21;2018;6.22;106;78;2;96;3;2;5;0;0
EMPRESAI;1,57268E+15;photo;3;21;2018;0.43;136;126;0;136;0;0;0;0;0
EMPRESAI;1,57263E+15;photo;3;20;2018;23.08;92;47;0;90;1;1;0;0;0
EMPRESAI;1,57156E+15;photo;3;19;2018;21.24;45;0;0;42;1;2;0;0;0
EMPRESAI;1,57091E+15;video;3;19;2018;7.31;23;1;1;22;0;1;0;0;0
EMPRESAI;1,56882E+15;video;3;17;2018;7.55;27;2;0;24;0;0;3;0;0
EMPRESAI;1,56839E+15;status;3;16;2018;22.01;31;3;0;31;0;0;0;0;0
EMPRESAI;1,5681E+15;link;3;16;2018;15.20;6;0;0;6;0;0;0;0;0
EMPRESAI;1,5679E+15;video;3;16;2018;12.07;371;3789;462;267;95;1;5;3;0
EMPRESAI;1,56777E+15;photo;3;16;2018;9.40;84;13;1;78;1;5;0;0;0
EMPRESAI;1,56738E+15;video;3;16;2018;2.39;32;0;1;32;0;0;0;0;0
EMPRESAI;1,56737E+15;video;3;16;2018;2.33;192;2339;452;159;30;2;1;0;0
EMPRESAI;1,56642E+15;photo;3;15;2018;5.36;157;118;2;150;4;3;0;0;0
EMPRESAI;1,5645E+15;status;3;13;2018;10.15;55;2;0;49;1;1;0;4;0
EMPRESAI;1,56323E+15;video;3;12;2018;7.12;25;0;4;25;0;0;0;0;0
EMPRESAI;1,56322E+15;video;3;12;2018;7.09;320;3584;554;256;55;4;2;1;2
EMPRESAI;1,56309E+15;photo;3;12;2018;3.58;35;0;0;35;0;0;0;0;0
EMPRESAI;1,56198E+15;photo;3;11;2018;4.27;107;65;0;104;2;0;0;1;0
EMPRESAI;1,55877E+15;status;3;7;2018;23.57;67;29;0;67;0;0;0;0;0
EMPRESAI;1,55779E+15;photo;3;7;2018;3.08;250;212;0;248;2;0;0;0;0
EMPRESAI;1,55712E+15;status;3;6;2018;10.18;59;0;0;57;0;2;0;0;0
EMPRESAI;1,55677E+15;photo;3;6;2018;2.33;80;8;0;77;1;2;0;0;0
EMPRESAI;1,55672E+15;photo;3;6;2018;1.05;42;3;0;39;0;0;0;0;3
EMPRESAI;1,55616E+15;photo;3;5;2018;11.03;101;80;24;98;3;0;0;0;0
EMPRESAI;1,55614E+15;photo;3;5;2018;10.37;43;0;7;37;0;4;2;0;0
EMPRESAI;1,5553E+15;link;3;4;2018;13;8;0;0;8;0;0;0;0;0
EMPRESAI;1,5547E+15;photo;3;4;2018;2.37;60;38;0;60;0;0;0;0;0
EMPRESAI;1,55324E+15;photo;3;2;2018;14.56;27;3;0;26;0;1;0;0;0
EMPRESAI;1,5527E+15;status;3;2;2018;5.20;101;18;1;94;1;5;0;1;0
EMPRESAI;1,55102E+15;photo;2;28;2018;10.22;128;11;0;101;1;1;25;0;0
EMPRESAI;1,54999E+15;video;2;27;2018;10.29;576;10186;793;336;214;4;14;8;0
EMPRESAI;1,54986E+15;photo;2;27;2018;7.42;104;58;0;102;1;1;0;0;0
EMPRESAI;1,54915E+15;status;2;26;2018;12.43;7;0;0;7;0;0;0;0;0
EMPRESAI;1,54913E+15;link;2;26;2018;12.37;1;0;0;1;0;0;0;0;0
EMPRESAI;1,54681E+15;status;2;24;2018;5.35;170;98;0;169;1;0;0;0;0
EMPRESAI;1,54655E+15;photo;2;23;2018;22.22;48;0;0;46;1;1;0;0;0
EMPRESAI;1,54515E+15;link;2;22;2018;11.40;16;0;0;16;0;0;0;0;0
EMPRESAI;1,54358E+15;photo;2;20;2018;21.30;97;44;3;91;0;4;2;0;0
EMPRESAI;1,54181E+15;photo;2;19;2018;3.46;138;54;2;131;5;2;0;0;0
EMPRESAI;1,54017E+15;photo;2;17;2018;11;273;41;2;255;7;4;7;0;0
EMPRESAI;1,53867E+15;photo;2;15;2018;22.07;138;177;7;128;9;0;1;0;0
EMPRESAI;1,53786E+15;photo;2;15;2018;7.34;21;0;2;21;0;0;0;0;0
EMPRESAI;1,53765E+15;photo;2;15;2018;1.55;110;66;3;107;2;1;0;0;0
EMPRESAI;1,53708E+15;photo;2;14;2018;10.51;105;2;0;92;13;0;0;0;0
EMPRESAI;1,53681E+15;photo;2;14;2018;5.02;76;11;0;71;4;0;0;1;0
EMPRESAI;1,53672E+15;video;2;14;2018;2.31;119;841;103;88;31;0;0;0;0
EMPRESAI;1,53603E+15;photo;2;13;2018;9.29;239;100;12;221;15;3;0;0;0
EMPRESAI;1,53596E+15;photo;2;13;2018;8.01;88;33;0;81;2;5;0;0;0
EMPRESAI;1,5358E+15;photo;2;13;2018;4.19;15;5;0;14;0;1;0;0;0
EMPRESAI;1,53524E+15;photo;2;12;2018;13.11;77;0;0;71;1;1;4;0;0
EMPRESAI;1,53375E+15;photo;2;11;2018;0.12;100;51;0;98;1;1;0;0;0
EMPRESAI;1,53285E+15;photo;2;10;2018;2.40;35;2;1;33;1;1;0;0;0
EMPRESAI;1,53204E+15;photo;2;9;2018;6.38;149;54;0;144;2;3;0;0;0
EMPRESAI;1,53097E+15;status;2;8;2018;3.20;69;1;0;68;1;0;0;0;0
EMPRESAI;1,53008E+15;photo;2;7;2018;3.54;33;0;5;33;0;0;0;0;0
EMPRESAI;1,52908E+15;photo;2;6;2018;5.24;68;13;0;62;0;0;2;3;1
EMPRESAI;1,5289E+15;photo;2;6;2018;0.44;353;357;17;341;9;3;0;0;0
EMPRESAI;1,52804E+15;photo;2;5;2018;4.13;123;4;1;110;0;1;0;2;10
EMPRESAI;1,5274E+15;status;2;4;2018;12.19;19;0;0;18;0;0;0;1;0
EMPRESAI;1,52739E+15;status;2;4;2018;12.06;87;18;12;87;0;0;0;0;0
EMPRESAI;1,52699E+15;photo;2;4;2018;4.40;222;282;13;216;5;1;0;0;0
EMPRESAI;1,52695E+15;photo;2;4;2018;3.44;19;0;0;19;0;0;0;0;0
EMPRESAI;1,52619E+15;photo;2;3;2018;9.20;83;1;1;70;0;1;12;0;0
EMPRESAI;1,52616E+15;status;2;3;2018;8.54;36;15;0;32;0;0;0;4;0
EMPRESAI;1,52601E+15;photo;2;3;2018;6.31;260;338;8;251;6;3;0;0;0
